boss_id,模式,内容,等级,目标层,Boss类型,Boss类型中文,移动类型,移动类型中文,Boss标识,QuestBoss名称,QuestBoss名称Key,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量,自定义参数1,自定义参数2,自定义参数3,自定义参数4,自定义参数5,自定义参数6
12140,Normal,HumanTower,40,43,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,198679,275662240,0,1.3,0,0,600,人塔波次 | 层:43 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:43 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12150,Normal,HumanTower,50,43,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,905662041,4732043346,0,1.3,0,0,0,人塔波次 | 层:43 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:43 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12160,Normal,HumanTower,10,44,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1793704,9499294,0,1.3,0,1000,0,人塔波次 | 层:44 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:44 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12170,Normal,HumanTower,20,44,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6060386,32122022,0,1.3,0,0,300,人塔波次 | 层:44 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:44 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12180,Normal,HumanTower,30,44,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,27181520,144132659,0,1.3,0,2000,0,人塔波次 | 层:44 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:44 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12190,Normal,HumanTower,40,44,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,201659,283932107,0,1.3,0,0,600,人塔波次 | 层:44 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:44 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12200,Normal,HumanTower,50,44,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,919246972,4874004646,0,1.3,0,0,0,人塔波次 | 层:44 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:44 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12210,Normal,HumanTower,10,45,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1820610,9784273,0,1.3,0,1000,0,人塔波次 | 层:45 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:45 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12220,Normal,HumanTower,20,45,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6151292,33085683,0,1.3,0,0,300,人塔波次 | 层:45 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:45 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12230,Normal,HumanTower,30,45,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,27589243,148456639,0,1.3,0,2000,0,人塔波次 | 层:45 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:45 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12240,Normal,HumanTower,40,45,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,204684,292450070,0,1.3,0,0,600,人塔波次 | 层:45 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:45 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12250,Normal,HumanTower,50,45,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,933035677,5020224785,0,1.3,0,0,0,人塔波次 | 层:45 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:45 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12260,Normal,HumanTower,10,46,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1847919,10077801,0,1.3,0,1000,0,人塔波次 | 层:46 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:46 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12270,Normal,HumanTower,20,46,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6243561,34078253,0,1.3,0,0,300,人塔波次 | 层:46 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:46 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12280,Normal,HumanTower,30,46,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,28003082,152910338,0,1.3,0,2000,0,人塔波次 | 层:46 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:46 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12290,Normal,HumanTower,40,46,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,207754,301223572,0,1.3,0,0,600,人塔波次 | 层:46 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:46 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12300,Normal,HumanTower,50,46,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,947031212,5170831529,0,1.3,0,0,0,人塔波次 | 层:46 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:46 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12310,Normal,HumanTower,10,47,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1875638,10380135,0,1.3,0,1000,0,人塔波次 | 层:47 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:47 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12320,Normal,HumanTower,20,47,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6337214,35100601,0,1.3,0,0,300,人塔波次 | 层:47 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:47 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12330,Normal,HumanTower,30,47,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,28423128,157497648,0,1.3,0,2000,0,人塔波次 | 层:47 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:47 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12340,Normal,HumanTower,40,47,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,210870,310260279,0,1.3,0,0,600,人塔波次 | 层:47 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:47 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12350,Normal,HumanTower,50,47,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,961236680,5325956475,0,1.3,0,0,0,人塔波次 | 层:47 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:47 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12360,Normal,HumanTower,10,48,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1903773,10691539,0,1.3,0,1000,0,人塔波次 | 层:48 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:48 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12370,Normal,HumanTower,20,48,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6432272,36153619,0,1.3,0,0,300,人塔波次 | 层:48 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:48 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12380,Normal,HumanTower,30,48,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,28849475,162222577,0,1.3,0,2000,0,人塔波次 | 层:48 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:48 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12390,Normal,HumanTower,40,48,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,214033,319568087,0,1.3,0,0,600,人塔波次 | 层:48 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:48 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12400,Normal,HumanTower,50,48,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,975655230,5485735169,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:48 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12410,Normal,HumanTower,10,49,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1932330,11012285,0,1.3,0,1000,0,人塔波次 | 层:49 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:49 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12420,Normal,HumanTower,20,49,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6528756,37238228,0,1.3,0,0,300,人塔波次 | 层:49 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:49 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12430,Normal,HumanTower,30,49,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,29282217,167089254,0,1.3,0,2000,0,人塔波次 | 层:49 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:49 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12440,Normal,HumanTower,40,49,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,217243,329155130,0,1.3,0,0,600,人塔波次 | 层:49 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:49 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12450,Normal,HumanTower,50,49,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,990290058,5650307224,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:49 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12460,Normal,HumanTower,10,50,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1961315,11342654,0,1.3,0,1000,0,人塔波次 | 层:50 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:50 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12470,Normal,HumanTower,20,50,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6626687,38355375,0,1.3,0,0,300,人塔波次 | 层:50 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:50 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12480,Normal,HumanTower,30,50,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,29721450,172101932,0,1.3,0,2000,0,人塔波次 | 层:50 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:50 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12490,Normal,HumanTower,40,50,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,220502,339029784,0,1.3,0,0,600,人塔波次 | 层:50 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:50 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12500,Normal,HumanTower,50,50,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1005144409,5819816441,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:50 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12510,Normal,HumanTower,10,51,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1990735,11626220,0,1.3,0,1000,0,人塔波次 | 层:51 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:51 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12520,Normal,HumanTower,20,51,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6726087,39314259,0,1.3,0,0,300,人塔波次 | 层:51 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:51 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12530,Normal,HumanTower,30,51,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,30167272,176404480,0,1.3,0,2000,0,人塔波次 | 层:51 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:51 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12540,Normal,HumanTower,40,51,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,223810,347505529,0,1.3,0,0,600,人塔波次 | 层:51 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:51 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12550,Normal,HumanTower,50,51,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1020221575,5965311852,0,1.3,0,0,0,人塔波次 | 层:51 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:51 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12560,Normal,HumanTower,10,52,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2020596,11916876,0,1.3,0,1000,0,人塔波次 | 层:52 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:52 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12570,Normal,HumanTower,20,52,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6826978,40297115,0,1.3,0,0,300,人塔波次 | 层:52 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:52 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12580,Normal,HumanTower,30,52,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,30619781,180814592,0,1.3,0,2000,0,人塔波次 | 层:52 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:52 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12590,Normal,HumanTower,40,52,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,227167,356193167,0,1.3,0,0,600,人塔波次 | 层:52 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:52 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12600,Normal,HumanTower,50,52,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1035524899,6114444648,0,1.3,0,0,0,人塔波次 | 层:52 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:52 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12610,Normal,HumanTower,10,53,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2050905,12214798,0,1.3,0,1000,0,人塔波次 | 层:53 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:53 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12620,Normal,HumanTower,20,53,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,6929383,41304543,0,1.3,0,0,300,人塔波次 | 层:53 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:53 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12630,Normal,HumanTower,30,53,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,31079078,185334957,0,1.3,0,2000,0,人塔波次 | 层:53 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:53 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12640,Normal,HumanTower,40,53,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,230575,365097996,0,1.3,0,0,600,人塔波次 | 层:53 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:53 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12650,Normal,HumanTower,50,53,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1051057772,6267305764,0,1.3,0,0,0,人塔波次 | 层:53 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:53 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12660,Normal,HumanTower,10,54,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2081669,12520168,0,1.3,0,1000,0,人塔波次 | 层:54 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:54 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12670,Normal,HumanTower,20,54,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7033324,42337157,0,1.3,0,0,300,人塔波次 | 层:54 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:54 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12680,Normal,HumanTower,30,54,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,31545264,189968331,0,1.3,0,2000,0,人塔波次 | 层:54 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:54 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12690,Normal,HumanTower,40,54,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,234034,374225446,0,1.3,0,0,600,人塔波次 | 层:54 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:54 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12700,Normal,HumanTower,50,54,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1066823639,6423988408,0,1.3,0,0,0,人塔波次 | 层:54 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:54 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12710,Normal,HumanTower,10,55,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2112894,12833172,0,1.3,0,1000,0,人塔波次 | 层:55 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:55 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12720,Normal,HumanTower,20,55,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7138824,43395586,0,1.3,0,0,300,人塔波次 | 层:55 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:55 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12730,Normal,HumanTower,30,55,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,32018443,194717539,0,1.3,0,2000,0,人塔波次 | 层:55 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:55 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12740,Normal,HumanTower,40,55,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,237545,383581082,0,1.3,0,0,600,人塔波次 | 层:55 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:55 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12750,Normal,HumanTower,50,55,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1082825994,6584588118,0,1.3,0,0,0,人塔波次 | 层:55 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:55 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12760,Normal,HumanTower,10,56,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2144587,13154001,0,1.3,0,1000,0,人塔波次 | 层:56 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:56 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12770,Normal,HumanTower,20,56,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7245906,44480476,0,1.3,0,0,300,人塔波次 | 层:56 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:56 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12780,Normal,HumanTower,30,56,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,32498720,199585477,0,1.3,0,2000,0,人塔波次 | 层:56 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:56 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12790,Normal,HumanTower,40,56,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,241108,393170609,0,1.3,0,0,600,人塔波次 | 层:56 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:56 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12800,Normal,HumanTower,50,56,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1099068384,6749202821,0,1.3,0,0,0,人塔波次 | 层:56 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:56 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12810,Normal,HumanTower,10,57,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2176756,13482851,0,1.3,0,1000,0,人塔波次 | 层:57 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:57 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12820,Normal,HumanTower,20,57,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7354595,45592488,0,1.3,0,0,300,人塔波次 | 层:57 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:57 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12830,Normal,HumanTower,30,57,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,32986201,204575114,0,1.3,0,2000,0,人塔波次 | 层:57 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:57 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12840,Normal,HumanTower,40,57,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,244725,402999874,0,1.3,0,0,600,人塔波次 | 层:57 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:57 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12850,Normal,HumanTower,50,57,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1115554410,6917932892,0,1.3,0,0,0,人塔波次 | 层:57 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:57 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12860,Normal,HumanTower,10,58,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2209407,13819922,0,1.3,0,1000,0,人塔波次 | 层:58 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:58 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12870,Normal,HumanTower,20,58,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7464914,46732300,0,1.3,0,0,300,人塔波次 | 层:58 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:58 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12880,Normal,HumanTower,30,58,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,33480994,209689492,0,1.3,0,2000,0,人塔波次 | 层:58 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:58 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12890,Normal,HumanTower,40,58,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,248396,413074871,0,1.3,0,0,600,人塔波次 | 层:58 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:58 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12900,Normal,HumanTower,50,58,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1132287726,7090881214,0,1.3,0,0,0,人塔波次 | 层:58 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:58 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12910,Normal,HumanTower,10,59,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2242548,14165420,0,1.3,0,1000,0,人塔波次 | 层:59 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:59 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12920,Normal,HumanTower,20,59,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7576888,47900608,0,1.3,0,0,300,人塔波次 | 层:59 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:59 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12930,Normal,HumanTower,30,59,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,33983209,214931729,0,1.3,0,2000,0,人塔波次 | 层:59 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:59 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12940,Normal,HumanTower,40,59,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,252122,423401743,0,1.3,0,0,600,人塔波次 | 层:59 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:59 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
12950,Normal,HumanTower,50,59,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1149272042,7268153244,0,1.3,0,0,0,人塔波次 | 层:59 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:59 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12960,Normal,HumanTower,10,60,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,2276186,14519556,0,1.3,0,1000,0,人塔波次 | 层:60 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:60 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12970,Normal,HumanTower,20,60,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,7690541,49098123,0,1.3,0,0,300,人塔波次 | 层:60 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:60 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
12980,Normal,HumanTower,30,60,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,34492957,220305022,0,1.3,0,2000,0,人塔波次 | 层:60 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:60 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
12990,Normal,HumanTower,40,60,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,255904,433986787,0,1.3,0,0,600,人塔波次 | 层:60 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:60 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
13000,Normal,HumanTower,50,60,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,1166511123,7449857075,0,1.3,0,0,0,人塔波次 | 层:60 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:60 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
13010,Normal,HumanTower,10,61,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_Hell,,,,3493520,13974080,75,1.4,0,1000,0,人塔波次 | 层:61 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:61 | 波次:10 | Boss:1 | 时长:60s,1,5|20|30,3,5,20,30,,,
13020,Normal,HumanTower,20,61,LineBoss,关卡Boss,Ground,地面,Boss_Thief_Hell,,,,59060200,32000,75,1.4,0,0,300,人塔波次 | 层:61 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:61 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
13030,Normal,HumanTower,30,61,LineBoss,关卡Boss,Ground,地面,Boss_Saint_Hell,,,,264989900,520,75,1.4,0,2000,0,人塔波次 | 层:61 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:61 | 波次:30 | Boss:1 | 时长:60s,1,5|20,2,5,20,,,,
