enemy_id,模式,内容,等级,目标层,类型,类型中文,移动类型,移动类型中文,怪物标识,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量
60101,Normal,BeachBreakout,1,1,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,26,0,0,1,0,0,0,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,1,0,0
12352,Normal,HumanTower,2,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,1904,4282,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:2 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:2 | 小怪:40 | 时长:15s,1,0,0
12353,Normal,HumanTower,3,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,2851,6410,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:3 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:3 | 小怪:40 | 时长:15s,1,0,0
12354,Normal,HumanTower,4,48,Monster,普通敌人,Ground,地面,Enemy_Warrior,,4281,9616,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:4 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:4 | 小怪:40 | 时长:15s,1,0,0
12355,Normal,HumanTower,5,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,6421,14429,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:5 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:5 | 小怪:40 | 时长:15s,1,0,0
12356,Normal,HumanTower,6,48,Monster,普通敌人,Ground,地面,Enemy_Wizard,,9620,21649,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:6 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:6 | 小怪:40 | 时长:15s,1,0,0
12357,Normal,HumanTower,7,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,14430,32467,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:7 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:7 | 小怪:40 | 时长:15s,1,0,0
12358,Normal,HumanTower,8,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,21651,48694,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:8 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:8 | 小怪:40 | 时长:15s,1,0,0
12359,Normal,HumanTower,9,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,32477,73055,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:9 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:9 | 小怪:40 | 时长:15s,1,0,0
12361,Normal,HumanTower,11,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,35733,80351,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:11 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:11 | 小怪:40 | 时长:15s,1,0,0
12362,Normal,HumanTower,12,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,46444,104457,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:12 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:12 | 小怪:40 | 时长:15s,1,0,0
12363,Normal,HumanTower,13,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,60379,135797,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:13 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:13 | 小怪:40 | 时长:15s,1,0,0
12364,Normal,HumanTower,14,48,Monster,普通敌人,Ground,地面,Enemy_Warrior,,78494,176537,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:14 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:14 | 小怪:40 | 时长:15s,1,0,0
12365,Normal,HumanTower,15,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,102039,229500,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:15 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:15 | 小怪:40 | 时长:15s,1,0,0
12366,Normal,HumanTower,16,48,Monster,普通敌人,Ground,地面,Enemy_Wizard,,132655,298351,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:16 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:16 | 小怪:40 | 时长:15s,1,0,0
12367,Normal,HumanTower,17,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,172455,387847,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:17 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:17 | 小怪:40 | 时长:15s,1,0,0
12368,Normal,HumanTower,18,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,224183,504200,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:18 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:18 | 小怪:40 | 时长:15s,1,0,0
12369,Normal,HumanTower,19,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,291446,655464,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:19 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:19 | 小怪:40 | 时长:15s,1,0,0
12371,Normal,HumanTower,21,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,320590,721007,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:21 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:21 | 小怪:40 | 时长:15s,1,0,0
12372,Normal,HumanTower,22,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,416757,937321,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:22 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:22 | 小怪:40 | 时长:15s,1,0,0
12373,Normal,HumanTower,23,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,520947,1171649,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:23 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:23 | 小怪:40 | 时长:15s,1,0,0
12374,Normal,HumanTower,24,48,Monster,普通敌人,Ground,地面,Enemy_Warrior,,651191,1464550,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:24 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:24 | 小怪:40 | 时长:15s,1,0,0
12375,Normal,HumanTower,25,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,813981,1830697,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:25 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:25 | 小怪:40 | 时长:15s,1,0,0
12376,Normal,HumanTower,26,48,Monster,普通敌人,Ground,地面,Enemy_Wizard,,1017482,2288370,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:26 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:26 | 小怪:40 | 时长:15s,1,0,0
12377,Normal,HumanTower,27,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,1271855,2860456,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:27 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:27 | 小怪:40 | 时长:15s,1,0,0
12378,Normal,HumanTower,28,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,1589820,3575575,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:28 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:28 | 小怪:40 | 时长:15s,1,0,0
12379,Normal,HumanTower,29,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,1987271,4469469,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:29 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:29 | 小怪:40 | 时长:15s,1,0,0
12381,Normal,HumanTower,31,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,2185994,4916424,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:31 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:31 | 小怪:40 | 时长:15s,1,0,0
12382,Normal,HumanTower,32,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,2841791,6391335,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:32 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:32 | 小怪:40 | 时长:15s,1,0,0
12383,Normal,HumanTower,33,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,3552247,7989176,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:33 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:33 | 小怪:40 | 时长:15s,1,0,0
12384,Normal,HumanTower,34,48,Monster,普通敌人,Ground,地面,Enemy_Warrior,,4440308,9986466,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:34 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:34 | 小怪:40 | 时长:15s,1,0,0
12385,Normal,HumanTower,35,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,5550376,12483094,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:35 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:35 | 小怪:40 | 时长:15s,1,0,0
12386,Normal,HumanTower,36,48,Monster,普通敌人,Ground,地面,Enemy_Wizard,,6937979,15603859,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:36 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:36 | 小怪:40 | 时长:15s,1,0,0
12387,Normal,HumanTower,37,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,8672473,19504827,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:37 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:37 | 小怪:40 | 时长:15s,1,0,0
12388,Normal,HumanTower,38,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,10840588,24381030,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:38 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:38 | 小怪:40 | 时长:15s,1,0,0
12389,Normal,HumanTower,39,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,13550727,30476298,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:39 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:39 | 小怪:40 | 时长:15s,1,0,0
12391,Normal,HumanTower,41,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,16260874,36571553,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:41 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:41 | 小怪:40 | 时长:15s,1,0,0
12392,Normal,HumanTower,42,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,21139140,47543022,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:42 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:42 | 小怪:40 | 时长:15s,1,0,0
12393,Normal,HumanTower,43,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,27480876,61805927,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:43 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:43 | 小怪:40 | 时长:15s,1,0,0
12394,Normal,HumanTower,44,48,Monster,普通敌人,Ground,地面,Enemy_Warrior,,35725146,80347705,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:44 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:44 | 小怪:40 | 时长:15s,1,0,0
12395,Normal,HumanTower,45,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,46442688,104452009,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:45 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:45 | 小怪:40 | 时长:15s,1,0,0
12396,Normal,HumanTower,46,48,Monster,普通敌人,Ground,地面,Enemy_Wizard,,60375498,135787619,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:46 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:46 | 小怪:40 | 时长:15s,1,0,0
12397,Normal,HumanTower,47,48,Monster,普通敌人,Ground,地面,Enemy_Archer,,78488145,176523904,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:47 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:47 | 小怪:40 | 时长:15s,1,0,0
12398,Normal,HumanTower,48,48,Monster,普通敌人,Ground,地面,Enemy_Thief,,102034589,229481061,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:48 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:48 | 小怪:40 | 时长:15s,1,0,0
12399,Normal,HumanTower,49,48,Monster,普通敌人,Ground,地面,Enemy_Viking,,132644963,298325393,0,1.3,0,0,0,人塔波次 | 层:48 | 波次:49 | 小怪:40 | 时长:15s,人塔波次 | 层:48 | 波次:49 | 小怪:40 | 时长:15s,1,0,0
12401,Normal,HumanTower,1,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,1292,2938,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:1 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:1 | 小怪:40 | 时长:15s,1,0,0
12402,Normal,HumanTower,2,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,1933,4410,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:2 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:2 | 小怪:40 | 时长:15s,1,0,0
12403,Normal,HumanTower,3,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,2894,6602,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:3 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:3 | 小怪:40 | 时长:15s,1,0,0
12404,Normal,HumanTower,4,49,Monster,普通敌人,Ground,地面,Enemy_Warrior,,4345,9904,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:4 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:4 | 小怪:40 | 时长:15s,1,0,0
12405,Normal,HumanTower,5,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,6517,14862,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:5 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:5 | 小怪:40 | 时长:15s,1,0,0
12406,Normal,HumanTower,6,49,Monster,普通敌人,Ground,地面,Enemy_Wizard,,9764,22298,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:6 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:6 | 小怪:40 | 时长:15s,1,0,0
12407,Normal,HumanTower,7,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,14646,33441,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:7 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:7 | 小怪:40 | 时长:15s,1,0,0
12408,Normal,HumanTower,8,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,21976,50155,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:8 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:8 | 小怪:40 | 时长:15s,1,0,0
12409,Normal,HumanTower,9,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,32964,75247,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:9 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:9 | 小怪:40 | 时长:15s,1,0,0
12411,Normal,HumanTower,11,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,36269,82762,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:11 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:11 | 小怪:40 | 时长:15s,1,0,0
12412,Normal,HumanTower,12,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,47141,107591,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:12 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:12 | 小怪:40 | 时长:15s,1,0,0
12413,Normal,HumanTower,13,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,61285,139871,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:13 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:13 | 小怪:40 | 时长:15s,1,0,0
12414,Normal,HumanTower,14,49,Monster,普通敌人,Ground,地面,Enemy_Warrior,,79671,181833,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:14 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:14 | 小怪:40 | 时长:15s,1,0,0
12415,Normal,HumanTower,15,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,103570,236385,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:15 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:15 | 小怪:40 | 时长:15s,1,0,0
12416,Normal,HumanTower,16,49,Monster,普通敌人,Ground,地面,Enemy_Wizard,,134645,307302,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:16 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:16 | 小怪:40 | 时长:15s,1,0,0
12417,Normal,HumanTower,17,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,175042,399482,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:17 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:17 | 小怪:40 | 时长:15s,1,0,0
12418,Normal,HumanTower,18,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,227546,519326,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:18 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:18 | 小怪:40 | 时长:15s,1,0,0
12419,Normal,HumanTower,19,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,295818,675128,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:19 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:19 | 小怪:40 | 时长:15s,1,0,0
12421,Normal,HumanTower,21,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,325399,742637,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:21 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:21 | 小怪:40 | 时长:15s,1,0,0
12422,Normal,HumanTower,22,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,423008,965441,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:22 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:22 | 小怪:40 | 时长:15s,1,0,0
12423,Normal,HumanTower,23,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,528761,1206798,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:23 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:23 | 小怪:40 | 时长:15s,1,0,0
12424,Normal,HumanTower,24,49,Monster,普通敌人,Ground,地面,Enemy_Warrior,,660959,1508487,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:24 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:24 | 小怪:40 | 时长:15s,1,0,0
12425,Normal,HumanTower,25,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,826191,1885618,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:25 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:25 | 小怪:40 | 时长:15s,1,0,0
12426,Normal,HumanTower,26,49,Monster,普通敌人,Ground,地面,Enemy_Wizard,,1032744,2357021,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:26 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:26 | 小怪:40 | 时长:15s,1,0,0
12427,Normal,HumanTower,27,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,1290933,2946270,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:27 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:27 | 小怪:40 | 时长:15s,1,0,0
12428,Normal,HumanTower,28,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,1613667,3682842,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:28 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:28 | 小怪:40 | 时长:15s,1,0,0
12429,Normal,HumanTower,29,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,2017080,4603553,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:29 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:29 | 小怪:40 | 时长:15s,1,0,0
12431,Normal,HumanTower,31,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,2218784,5063917,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:31 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:31 | 小怪:40 | 时长:15s,1,0,0
12432,Normal,HumanTower,32,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,2884418,6583075,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:32 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:32 | 小怪:40 | 时长:15s,1,0,0
12433,Normal,HumanTower,33,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,3605531,8228851,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:33 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:33 | 小怪:40 | 时长:15s,1,0,0
12434,Normal,HumanTower,34,49,Monster,普通敌人,Ground,地面,Enemy_Warrior,,4506913,10286060,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:34 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:34 | 小怪:40 | 时长:15s,1,0,0
12435,Normal,HumanTower,35,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,5633632,12857587,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:35 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:35 | 小怪:40 | 时长:15s,1,0,0
12436,Normal,HumanTower,36,49,Monster,普通敌人,Ground,地面,Enemy_Wizard,,7042049,16071975,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:36 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:36 | 小怪:40 | 时长:15s,1,0,0
12437,Normal,HumanTower,37,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,8802560,20089972,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:37 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:37 | 小怪:40 | 时长:15s,1,0,0
12438,Normal,HumanTower,38,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,11003197,25112461,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:38 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:38 | 小怪:40 | 时长:15s,1,0,0
12439,Normal,HumanTower,39,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,13753988,31390587,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:39 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:39 | 小怪:40 | 时长:15s,1,0,0
12441,Normal,HumanTower,41,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,16504787,37668700,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:41 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:41 | 小怪:40 | 时长:15s,1,0,0
12442,Normal,HumanTower,42,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,21456227,48969313,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:42 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:42 | 小怪:40 | 时长:15s,1,0,0
12443,Normal,HumanTower,43,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,27893089,63660105,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:43 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:43 | 小怪:40 | 时长:15s,1,0,0
12444,Normal,HumanTower,44,49,Monster,普通敌人,Ground,地面,Enemy_Warrior,,36261023,82758136,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:44 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:44 | 小怪:40 | 时长:15s,1,0,0
12445,Normal,HumanTower,45,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,47139328,107585569,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:45 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:45 | 小怪:40 | 时长:15s,1,0,0
12446,Normal,HumanTower,46,49,Monster,普通敌人,Ground,地面,Enemy_Wizard,,61281130,139861248,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:46 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:46 | 小怪:40 | 时长:15s,1,0,0
12447,Normal,HumanTower,47,49,Monster,普通敌人,Ground,地面,Enemy_Archer,,79665467,181819621,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:47 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:47 | 小怪:40 | 时长:15s,1,0,0
12448,Normal,HumanTower,48,49,Monster,普通敌人,Ground,地面,Enemy_Thief,,103565108,236365493,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:48 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:48 | 小怪:40 | 时长:15s,1,0,0
12449,Normal,HumanTower,49,49,Monster,普通敌人,Ground,地面,Enemy_Viking,,134634637,307275155,0,1.3,0,0,0,人塔波次 | 层:49 | 波次:49 | 小怪:40 | 时长:15s,人塔波次 | 层:49 | 波次:49 | 小怪:40 | 时长:15s,1,0,0
12451,Normal,HumanTower,1,50,Monster,普通敌人,Ground,地面,Enemy_Archer,,1311,3026,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:1 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:1 | 小怪:40 | 时长:15s,1,0,0
12452,Normal,HumanTower,2,50,Monster,普通敌人,Ground,地面,Enemy_Thief,,1962,4542,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:2 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:2 | 小怪:40 | 时长:15s,1,0,0
12453,Normal,HumanTower,3,50,Monster,普通敌人,Ground,地面,Enemy_Viking,,2937,6800,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:3 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:3 | 小怪:40 | 时长:15s,1,0,0
12454,Normal,HumanTower,4,50,Monster,普通敌人,Ground,地面,Enemy_Warrior,,4410,10201,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:4 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:4 | 小怪:40 | 时长:15s,1,0,0
12455,Normal,HumanTower,5,50,Monster,普通敌人,Ground,地面,Enemy_Thief,,6615,15308,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:5 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:5 | 小怪:40 | 时长:15s,1,0,0
12456,Normal,HumanTower,6,50,Monster,普通敌人,Ground,地面,Enemy_Wizard,,9910,22967,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:6 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:6 | 小怪:40 | 时长:15s,1,0,0
12457,Normal,HumanTower,7,50,Monster,普通敌人,Ground,地面,Enemy_Archer,,14866,34444,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:7 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:7 | 小怪:40 | 时长:15s,1,0,0
12458,Normal,HumanTower,8,50,Monster,普通敌人,Ground,地面,Enemy_Thief,,22306,51660,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:8 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:8 | 小怪:40 | 时长:15s,1,0,0
12459,Normal,HumanTower,9,50,Monster,普通敌人,Ground,地面,Enemy_Viking,,33458,77504,0,1.3,0,0,0,人塔波次 | 层:50 | 波次:9 | 小怪:40 | 时长:15s,人塔波次 | 层:50 | 波次:9 | 小怪:40 | 时长:15s,1,0,0
